Last Updated Date,Last Updated Date일,Employer,Doing Business As,Account Status,Opted into E-Verify+,Date Enrolled,Date Terminated,Workforce Size,Hiring Site Locations,Number of Hiring Sites,레코드 수
2026. 3. 24.,2026년 3월 24일,Elk 33 East 33rd LLC,,Open,No,03/24/2026,,10 to 19,NY,1,1
2026. 3. 24.,2026년 3월 24일,Elson Electric Holdings Inc,,Open,Yes,03/24/2026,,100 to 499,CA,1,1
2026. 3. 24.,2026년 3월 24일,"Emergency Ambulance Service, Inc",,Open,No,03/24/2026,,"1,000 to 2,499",CA,1,1
2026. 3. 24.,2026년 3월 24일,Emerging Prairie,,Open,Yes,03/24/2026,,20 to 99,ND,1,1
2026. 3. 24.,2026년 3월 24일,Enginuity Communications Corporation,,Open,Yes,03/24/2026,,20 to 99,IL,1,1
2026. 3. 24.,2026년 3월 24일,"EPP Field Services, LLC",,Open,No,03/24/2026,,20 to 99,UT,1,1
2026. 3. 24.,2026년 3월 24일,"Equity Medical, LLC",,Open,Yes,03/24/2026,,20 to 99,"KY,NY",3,1
2026. 3. 24.,2026년 3월 24일,EQV EMPLOYEE MANAGEMENT LLC,,Open,No,03/24/2026,,20 to 99,OK,1,1
2026. 3. 24.,2026년 3월 24일,Estes Valley Fire Protection District,,Open,Yes,03/24/2026,,5 to 9,CO,1,1
2026. 3. 24.,2026년 3월 24일,ETICO PARKING SOLUTIONS INC,,Open,No,02/18/2026,,20 to 99,"FL,TN",2,1
2026. 3. 24.,2026년 3월 24일,Evo Systems LLC,,Open,No,03/24/2026,,20 to 99,CT,1,1
2026. 3. 24.,2026년 3월 24일,"Exec 1 Aviation II, LLC",Exec 1 Aviation ,Open,Yes,03/24/2026,,20 to 99,IA,1,1
2026. 3. 24.,2026년 3월 24일,F5 Productions,,Open,No,03/24/2026,,5 to 9,MN,1,1
2026. 3. 24.,2026년 3월 24일,"Fager-McGee Commercial Construction, Inc",,Open,Yes,03/24/2026,,20 to 99,IL,1,1
2026. 3. 24.,2026년 3월 24일,Falcon Electric Inc.,Falcon Electric Inc.,Open,Yes,03/24/2026,,10 to 19,CA,1,1
2026. 3. 24.,2026년 3월 24일,"Fenson Contracting, LLC",,Open,Yes,03/24/2026,,20 to 99,OH,1,1
2026. 3. 24.,2026년 3월 24일,"FG Dazzle Movers, LLC",,Open,No,03/24/2026,,10 to 19,OK,1,1
2026. 3. 24.,2026년 3월 24일,First Bank Richmond,,Open,No,03/24/2026,,100 to 499,IN,1,1
2026. 3. 24.,2026년 3월 24일,FJMU PIZZA LLC,,Open,No,03/24/2026,,20 to 99,GA,2,1
2026. 3. 24.,2026년 3월 24일,"Fleet AI, Inc.",,Open,Yes,03/24/2026,,20 to 99,"CA,NY",2,1
2026. 3. 24.,2026년 3월 24일,Flex Logistics LLC,,Open,No,03/24/2026,,100 to 499,CA,1,1
2026. 3. 24.,2026년 3월 24일,"Florworx Atlanta, LLC",Florworx,Open,Yes,03/24/2026,,20 to 99,GA,1,1
2026. 3. 24.,2026년 3월 24일,Fords Garage Riverview LLC,,Open,No,03/24/2026,,20 to 99,FL,1,1
2026. 3. 24.,2026년 3월 24일,Four Seasons Insulation,Four Seasons Insulation,Open,Yes,03/24/2026,,5 to 9,VA,1,1
2026. 3. 24.,2026년 3월 24일,Freedom Ice Cream Inc,Handels Tucson,Open,Yes,03/24/2026,,20 to 99,AZ,1,1
2026. 3. 24.,2026년 3월 24일,"Friendly House, Inc",Friendly House,Open,Yes,03/24/2026,,20 to 99,AZ,1,1
2026. 3. 24.,2026년 3월 24일,Frosty Delights LLC,,Open,No,03/24/2026,,20 to 99,NY,1,1
2026. 3. 24.,2026년 3월 24일,"Frye s American Sports & Tar Surfaces, LLC",FAST SURFACES,Open,Yes,03/24/2026,,5 to 9,NJ,2,1
2026. 3. 24.,2026년 3월 24일,"Fund Ancillary Services, LLC",,Open,Yes,03/24/2026,,10 to 19,TX,1,1
2026. 3. 24.,2026년 3월 24일,Fundamental Technologies Inc.,,Open,No,01/27/2026,,10 to 19,"CA,NY",5,1
2026. 3. 24.,2026년 3월 24일,"G. B. Cooke, Inc.",,Open,Yes,03/24/2026,,10 to 19,CA,1,1
2026. 3. 24.,2026년 3월 24일,"G&S Logistics, Inc.",G&S Logistics,Open,Yes,03/24/2026,,10 to 19,WV,1,1
2026. 3. 24.,2026년 3월 24일,Gainesville Empowerment Zone Family Learning Center by: Gainesville 4 All,Gainesville 4 All,Open,Yes,03/24/2026,,10 to 19,FL,1,1
2026. 3. 24.,2026년 3월 24일,Gannon Brothers Construction LLC,,Open,Yes,03/24/2026,,10 to 19,NY,1,1
2026. 3. 24.,2026년 3월 24일,GB Sales & Service,,Open,No,03/24/2026,,100 to 499,"MD,MI,NJ,NY,PA",9,1
2026. 3. 24.,2026년 3월 24일,"Genesis of Carolinas Home Care,LLC",,Open,Yes,03/24/2026,,20 to 99,NC,3,1
2026. 3. 24.,2026년 3월 24일,Gentle Touch Veterinary Hospital,,Open,Yes,03/24/2026,,5 to 9,NC,1,1
2026. 3. 24.,2026년 3월 24일,Geoffrey Weill Ass,Geoffrey Weill Ass,Open,Yes,02/03/2026,,5 to 9,NY,1,1
2026. 3. 24.,2026년 3월 24일,Georgia Florida Eye Centers,,Open,No,03/24/2026,,20 to 99,GA,1,1
2026. 3. 24.,2026년 3월 24일,Get Write LLC,Pepper Boxing LLC,Open,Yes,03/24/2026,,5 to 9,GA,1,1
2026. 3. 24.,2026년 3월 24일,"GI Alliance Management, LLC","GI Alliance Management, LLC ",Open,No,03/24/2026,,"2,500 to 4,999","FL,TX",3,1
2026. 3. 24.,2026년 3월 24일,Glads Landscaping and Tree Trimming Inc,,Open,Yes,03/23/2026,,10 to 19,HI,1,1
2026. 3. 24.,2026년 3월 24일,"Globe Engineers, Inc",,Open,Yes,03/24/2026,,10 to 19,TX,1,1
2026. 3. 24.,2026년 3월 24일,Gold Orange Realty Inc,,Open,Yes,03/18/2026,,20 to 99,CA,1,1
2026. 3. 24.,2026년 3월 24일,Good Dumplings LLC,,Open,No,03/24/2026,,10 to 19,NJ,1,1
2026. 3. 24.,2026년 3월 24일,GOOD HANDS HOME CARE LLC,GOOD HANDS HOME CARE LLC,Open,Yes,03/24/2026,,100 to 499,PA,1,1
2026. 3. 24.,2026년 3월 24일,"Gossett Grocery, LLC",,Open,No,03/24/2026,,10 to 19,NC,1,1
2026. 3. 24.,2026년 3월 24일,GoVision LLC,,Open,No,03/24/2026,,20 to 99,TX,1,1
2026. 3. 24.,2026년 3월 24일,GovRecover LLC,,Open,No,03/24/2026,,5 to 9,FL,1,1
2026. 3. 24.,2026년 3월 24일,Goyal MedPsych Inc.,Inspire Behavioral Health ,Open,Yes,03/24/2026,,20 to 99,"DC,MD,VA",4,1
2026. 3. 24.,2026년 3월 24일,GREER - IFP LLC,,Open,No,03/24/2026,,5 to 9,AZ,1,1
2026. 3. 24.,2026년 3월 24일,Grindstone Restoration LLC,ServiceMaster Restoration by Desert Dry,Open,Yes,03/24/2026,,10 to 19,AZ,1,1
2026. 3. 24.,2026년 3월 24일,Group Services LLC,Accent Group,Open,Yes,03/24/2026,,20 to 99,MO,1,1
2026. 3. 24.,2026년 3월 24일,"Guided Ability, LLC",,Open,Yes,03/24/2026,,5 to 9,OR,1,1
2026. 3. 24.,2026년 3월 24일,Gwinnett Fresh Foods Inc,GJAC Cafe,Open,Yes,03/24/2026,,5 to 9,GA,1,1
2026. 3. 24.,2026년 3월 24일,Halcyon Group International LLC,,Open,No,03/24/2026,,20 to 99,VA,1,1
2026. 3. 24.,2026년 3월 24일,Harimandap Corporation,Howard Johnson,Open,Yes,03/24/2026,,5 to 9,GA,1,1
2026. 3. 24.,2026년 3월 24일,HATTIE S GLEN WISCONSIN LLC,,Open,No,03/24/2026,,20 to 99,WI,1,1
2026. 3. 24.,2026년 3월 24일,HATTIES SENIOR LIVING LLC,,Open,No,03/24/2026,,20 to 99,WI,1,1
2026. 3. 24.,2026년 3월 24일,Hawley Troxell Ennis & Hawley LLP - 2988921,,Open,No,03/24/2026,,100 to 499,ID,1,1
2026. 3. 24.,2026년 3월 24일,"Heartland Mechanical Supply, LLC",L&M Supply,Open,Yes,03/24/2026,,5 to 9,MO,1,1
2026. 3. 24.,2026년 3월 24일,Heartland Wood Floors Co,,Open,No,03/24/2026,,100 to 499,NE,1,1
2026. 3. 24.,2026년 3월 24일,"Hello Haven, Inc.",,Open,No,03/24/2026,,5 to 9,UT,1,1
2026. 3. 24.,2026년 3월 24일,Heunets Inc,,Open,No,03/24/2026,,100 to 499,NJ,1,1
2026. 3. 24.,2026년 3월 24일,"Heyward Manor, LLC",,Open,No,03/24/2026,,5 to 9,SC,1,1
2026. 3. 24.,2026년 3월 24일,HG USA,"PMCM - Project Management, Construction Management",Open,Yes,03/24/2026,,20 to 99,"GA,GU,IN,OR,PA,VA",6,1
2026. 3. 24.,2026년 3월 24일,"HGC Operations, LLC",,Open,No,03/24/2026,,"2,500 to 4,999","AL,CO,FL,GA,IL,MI,MO,NC,NJ,OH,SC,TN,VA,WI",48,1
2026. 3. 24.,2026년 3월 24일,"Hibbett, Inc",,Open,No,03/24/2026,,"10,000 and over","AL,AR,AZ,CA,CO,DE,FL,GA,IA,IL,IN,KS,KY,LA,MD,MN,MO,MS,NC,NE,NJ,NM,NV,NY,OH,OK,PA,SC,SD,TN,TX,UT,VA,WI,WV,WY",995,1
2026. 3. 24.,2026년 3월 24일,"Higharc, Inc",,Open,No,02/05/2026,,100 to 499,"AL,CA,CO,GA,IL,MA,NC,OR,TN,UT,VA,WA",20,1
2026. 3. 24.,2026년 3월 24일,HireArt Inc,HireArt Inc,Open,No,03/24/2026,,"1,000 to 2,499",NY,1,1
2026. 3. 24.,2026년 3월 24일,Home Improvement Call Center Corp,,Open,Yes,03/24/2026,,20 to 99,FL,1,1
2026. 3. 24.,2026년 3월 24일,"Hood Companies, Inc.",,Open,Yes,03/24/2026,,20 to 99,MS,1,1
2026. 3. 24.,2026년 3월 24일,Hotspur Resorts Nevada LTD,The Resort at Summerlin,Terminated,Yes,03/10/2026,03/24/2026,"1,000 to 2,499",NV,1,1
2026. 3. 24.,2026년 3월 24일,Hyatt House Tallahassee Capitol - University,Hyatt House Tallahassee Capitol - University,Open,Yes,03/24/2026,,20 to 99,FL,1,1
2026. 3. 24.,2026년 3월 24일,I.CARE Corp,I.CARE Corp,Open,Yes,03/24/2026,,5 to 9,FL,1,1
2026. 3. 24.,2026년 3월 24일,"IDEXX Distribution, Inc.",,Open,Yes,03/24/2026,,"5,000 to 9,999",ME,1,1
2026. 3. 24.,2026년 3월 24일,Imagine Roofs,Imagine Roofs LLC,Open,Yes,03/24/2026,,10 to 19,IN,1,1
2026. 3. 24.,2026년 3월 24일,Immaculate Facility Services,,Open,No,03/24/2026,,20 to 99,TN,1,1
2026. 3. 24.,2026년 3월 24일,"In-Situ, Inc.",,Open,No,03/24/2026,,100 to 499,CO,1,1
2026. 3. 24.,2026년 3월 24일,Indo-American Center,,Open,Yes,03/24/2026,,20 to 99,IL,1,1
2026. 3. 24.,2026년 3월 24일,"Industrial Construction Solutions, Inc.",,Open,Yes,03/24/2026,,10 to 19,FL,1,1
2026. 3. 24.,2026년 3월 24일,"Infinite GTM, LLC",,Open,No,03/24/2026,,5 to 9,GA,1,1
2026. 3. 24.,2026년 3월 24일,Infyra LLC,,Open,Yes,03/10/2026,,20 to 99,WY,1,1
2026. 3. 24.,2026년 3월 24일,"Innovative Control, Inc.",,Open,No,03/24/2026,,20 to 99,IL,1,1
2026. 3. 24.,2026년 3월 24일,"Instant Hydration, Inc.",,Open,Yes,01/08/2026,,20 to 99,CA,1,1
2026. 3. 24.,2026년 3월 24일,ISMIE Mutual Insurance Company,ISMIE Mutual Insurance Company,Open,Yes,03/24/2026,,100 to 499,IL,1,1
2026. 3. 24.,2026년 3월 24일,"Jack & Joes Franchising, Inc.",,Open,Yes,03/24/2026,,10 to 19,MN,1,1
2026. 3. 24.,2026년 3월 24일,Jamloop LLC,,Open,No,03/24/2026,,20 to 99,CA,1,1
2026. 3. 24.,2026년 3월 24일,JC BAKESHOP INC,JC BAKESHOP INC,Open,Yes,03/24/2026,,20 to 99,FL,1,1
2026. 3. 24.,2026년 3월 24일,"JCTM, LLC",,Open,No,03/24/2026,,20 to 99,NC,1,1
2026. 3. 24.,2026년 3월 24일,Jireh Healthcare Inc,,Open,No,03/24/2026,,20 to 99,CA,1,1
2026. 3. 24.,2026년 3월 24일,"JMH Engineering and Construction, Inc",,Open,Yes,03/24/2026,,100 to 499,CA,1,1
2026. 3. 24.,2026년 3월 24일,John Schachter & Associates Inc,,Open,No,03/24/2026,,10 to 19,MA,1,1
2026. 3. 24.,2026년 3월 24일,Jons Auto Salvage Inc,,Open,Yes,03/24/2026,,5 to 9,MN,1,1
2026. 3. 24.,2026년 3월 24일,"Jostin Construction, Inc.",,Open,Yes,03/24/2026,,100 to 499,OH,1,1
2026. 3. 24.,2026년 3월 24일,JRBDALLC,STURGIS GARAGE AND WRECKER SERVICE,Open,Yes,03/24/2026,,5 to 9,IN,1,1
2026. 3. 24.,2026년 3월 24일,JZ Electrical Plus LLC,,Open,Yes,03/24/2026,,10 to 19,GA,1,1
2026. 3. 24.,2026년 3월 24일,K & L - IFP LLC,,Open,No,03/24/2026,,10 to 19,MT,7,1
2026. 3. 24.,2026년 3월 24일,Kaspar Companies Inc,,Open,Yes,03/24/2026,,20 to 99,TX,1,1
2026. 3. 24.,2026년 3월 24일,"KATY PAIN AND SPINE, PLLC","KATY PAIN AND SPINE, PLLC",Open,Yes,03/24/2026,,10 to 19,TX,1,1
2026. 3. 24.,2026년 3월 24일,Kens Appliance Service Inc,,Open,No,03/24/2026,,20 to 99,TN,1,1
2026. 3. 24.,2026년 3월 24일,"Keystone Staffing Solutions, LLC",,Open,No,03/24/2026,,20 to 99,PA,1,1
2026. 3. 24.,2026년 3월 24일,Kings Academy Christian School,,Open,Yes,03/24/2026,,20 to 99,TX,2,1
2026. 3. 24.,2026년 3월 24일,"Kingsway Recovery, LLC",,Open,No,03/24/2026,,20 to 99,NJ,1,1
2026. 3. 24.,2026년 3월 24일,L A B Golf Company LLC,,Open,No,03/24/2026,,100 to 499,OR,1,1
2026. 3. 24.,2026년 3월 24일,LABOR CONTROL ASSOCIATES LLC,,Open,No,03/24/2026,,100 to 499,NY,1,1
2026. 3. 24.,2026년 3월 24일,"Lancaster Safety Consulting, Inc.",Lancaster Safety ,Open,Yes,03/24/2026,,20 to 99,PA,1,1
2026. 3. 24.,2026년 3월 24일,Langford Inc,Billings Concrete,Open,Yes,03/24/2026,,20 to 99,MT,2,1
2026. 3. 24.,2026년 3월 24일,Lanteris Space,,Open,No,03/24/2026,,"1,000 to 2,499",CA,1,1
2026. 3. 24.,2026년 3월 24일,LAST MILE EDUCATION FUND,,Open,Yes,03/24/2026,,10 to 19,CO,1,1
2026. 3. 24.,2026년 3월 24일,LAW FIRM OF DANIELA LABINOTI PC,,Open,No,03/24/2026,,20 to 99,TX,1,1
2026. 3. 24.,2026년 3월 24일,Lightspeed Electric,,Open,No,03/24/2026,,10 to 19,MN,1,1
2026. 3. 24.,2026년 3월 24일,Lions Air USA Inc,Lions Air USA Inc,Open,Yes,03/24/2026,,5 to 9,NJ,1,1
2026. 3. 24.,2026년 3월 24일,Little Fox Academy,,Open,No,03/24/2026,,5 to 9,SC,1,1
2026. 3. 24.,2026년 3월 24일,LITTLE HAPPY BEHAVIORAL GROUP CORP,,Open,Yes,03/24/2026,,20 to 99,FL,1,1
2026. 3. 24.,2026년 3월 24일,LITTLE KINGDOM BUILDERS ACADEMY INC.,,Open,Yes,03/24/2026,,5 to 9,FL,1,1
2026. 3. 24.,2026년 3월 24일,"Livingston - IFP, LLC",,Open,No,03/19/2026,,5 to 9,AZ,4,1
2026. 3. 24.,2026년 3월 24일,LJC Holdings LLC,,Open,No,03/24/2026,,20 to 99,CO,1,1
2026. 3. 24.,2026년 3월 24일,"LOOP SOFTWARE & TESTING SERVICES, INC.",,Open,Yes,03/24/2026,,20 to 99,MI,1,1
2026. 3. 24.,2026년 3월 24일,LOVE OF GRACE PNCC SERVICES LLC,,Open,No,03/24/2026,,100 to 499,WI,1,1
2026. 3. 24.,2026년 3월 24일,"Lowry Engineering, PLLC",,Open,No,03/24/2026,,10 to 19,ND,1,1
2026. 3. 24.,2026년 3월 24일,LP Insurance Services LLC,,Open,Yes,03/18/2026,04/24/2026,100 to 499,"AZ,CA,NM,NV,OR",13,1
2026. 3. 24.,2026년 3월 24일,"LR INFRASTRUCTURE EVALUATION, LLC",,Open,No,03/24/2026,,5 to 9,FL,1,1
2026. 3. 24.,2026년 3월 24일,M Bar M,M Bar M Excavation,Open,Yes,03/23/2026,,10 to 19,CA,1,1
2026. 3. 24.,2026년 3월 24일,M P Dory Co,,Open,Yes,03/24/2026,,20 to 99,OH,1,1
2026. 3. 24.,2026년 3월 24일,M T Crest Inc,MT Crest Communications,Open,Yes,03/24/2026,,10 to 19,CA,1,1
2026. 3. 24.,2026년 3월 24일,MARAVIDA BRANDON MGT LLC,,Open,No,03/24/2026,,20 to 99,FL,1,1
2026. 3. 24.,2026년 3월 24일,MARAVIDA LAKELAND MGT LLC,,Open,No,03/24/2026,,20 to 99,FL,1,1
2026. 3. 24.,2026년 3월 24일,MARAVIDA ORANGE CITY MGT LLC,,Open,No,03/24/2026,,20 to 99,FL,1,1
2026. 3. 24.,2026년 3월 24일,MARAVIDA SARASOTA MGT LLC,,Open,No,03/24/2026,,20 to 99,FL,1,1
2026. 3. 24.,2026년 3월 24일,Marcus Bowen Landscape Inc.,MBL Inc.,Open,Yes,03/24/2026,,20 to 99,TX,1,1
2026. 3. 24.,2026년 3월 24일,"Marion Ag Service, Inc.",,Open,Yes,03/24/2026,,100 to 499,OR,1,1
2026. 3. 24.,2026년 3월 24일,master kims taekwondo education llc,master kims taekwondo education llc,Open,Yes,03/24/2026,,5 to 9,GA,1,1
2026. 3. 24.,2026년 3월 24일,Mecklenburg County,Mecklenburg County DSS,Open,No,03/24/2026,,500 to 999,NC,1,1
2026. 3. 24.,2026년 3월 24일,"MEDICAL RESOURCES, INC",,Open,Yes,03/24/2026,,10 to 19,AL,1,1
2026. 3. 24.,2026년 3월 24일,Melissa E Bondurant DVM WEBB BRIDGE ANIMAL HOSPITAL LLC,WEBB BRIDGE ANIMAL HOSPITAL,Open,Yes,03/24/2026,,10 to 19,GA,1,1
2026. 3. 24.,2026년 3월 24일,Memorable Experiences LLC,Receptions Inc,Open,Yes,03/24/2026,,100 to 499,"KY,OH",2,1
2026. 3. 24.,2026년 3월 24일,"MEPVet, LLC.","MEPVet, LLC.",Open,Yes,03/24/2026,,10 to 19,OH,1,1
2026. 3. 24.,2026년 3월 24일,Mercedes-Benz North America Corporation,,Open,No,03/24/2026,,20 to 99,MI,1,1
2026. 3. 24.,2026년 3월 24일,Meriam S Tadros DVM LLC,,Open,No,03/24/2026,,100 to 499,CO,1,1
2026. 3. 24.,2026년 3월 24일,Miami Shores Tennis Management LLC,,Open,Yes,03/24/2026,,5 to 9,FL,1,1
2026. 3. 24.,2026년 3월 24일,"Michigan - IFP, LLC",,Open,No,03/24/2026,,10 to 19,MI,3,1
2026. 3. 24.,2026년 3월 24일,MICROGLASS LLC,,Open,No,03/24/2026,,10 to 19,FL,1,1
2026. 3. 24.,2026년 3월 24일,Midwest Tongs,Midwest Tongs,Open,Yes,03/24/2026,,5 to 9,MO,1,1
2026. 3. 24.,2026년 3월 24일,"Midwood Construction Serivces, LLC","Midwood Construction Serivces, LLC",Open,Yes,03/24/2026,,10 to 19,SC,1,1
2026. 3. 24.,2026년 3월 24일,Mikang LLC,,Open,No,03/24/2026,,10 to 19,FL,1,1
2026. 3. 24.,2026년 3월 24일,MITCHELL SUITES OF CUDAHY,,Open,No,03/24/2026,,100 to 499,WI,1,1
2026. 3. 24.,2026년 3월 24일,"Modulus Machine, LLC",,Open,Yes,03/24/2026,,5 to 9,OR,1,1
2026. 3. 24.,2026년 3월 24일,"Momentous Shredding Solutions, LLC",,Open,Yes,03/24/2026,,5 to 9,GA,1,1
2026. 3. 24.,2026년 3월 24일,Mondofix USA LLC,,Open,No,03/12/2026,,100 to 499,"AK,AZ,CO,FL,MN,MT,NM,OR,WA",30,1
2026. 3. 24.,2026년 3월 24일,MORELLIS ICE CREAM,MORELLIS ICE CREAM,Open,Yes,03/24/2026,,5 to 9,GA,1,1
2026. 3. 24.,2026년 3월 24일,Mr.Carshiner Carwash & detailing llc,,Open,Yes,03/24/2026,,5 to 9,FL,1,1
2026. 3. 24.,2026년 3월 24일,MSALabs,MSALabs,Open,Yes,03/24/2026,,20 to 99,"AK,NV",2,1
2026. 3. 24.,2026년 3월 24일,"Myria Services, Inc.",,Open,No,01/21/2026,,5 to 9,"AR,CA,NJ",6,1
2026. 3. 24.,2026년 3월 24일,"MZX Tech, LLC",,Open,No,03/24/2026,,20 to 99,TX,1,1
2026. 3. 24.,2026년 3월 24일,"Nastar Professional Roofing, Inc.",Nastar Roofing,Open,Yes,03/24/2026,,10 to 19,FL,1,1
2026. 3. 24.,2026년 3월 24일,Native Village of Eyak,,Open,No,03/24/2026,,100 to 499,AK,9,1
2026. 3. 24.,2026년 3월 24일,"Natural Concepts Marketing Group, Inc.",,Open,No,01/07/2026,,20 to 99,"AZ,CA,CO,FL,GA,ID,IL,MA,MI,NY,OK,OR,SC,TX,WA",61,1
2026. 3. 24.,2026년 3월 24일,Nelson Landscaping,,Open,No,03/24/2026,,5 to 9,MN,1,1
2026. 3. 24.,2026년 3월 24일,NeoMedica LLC,,Open,No,03/24/2026,,5 to 9,PR,1,1
2026. 3. 24.,2026년 3월 24일,NERI NORTH AMERICA INC,NERI NORTH AMERICA INC,Open,Yes,03/24/2026,,5 to 9,FL,1,1
2026. 3. 24.,2026년 3월 24일,"Newell - Hoerling IFP, LLC",,Open,No,03/24/2026,,5 to 9,WA,1,1
2026. 3. 24.,2026년 3월 24일,Newman Catholic Schools,,Open,No,03/24/2026,,100 to 499,WI,1,1
2026. 3. 24.,2026년 3월 24일,"Nexstep Commercial Products, LLC",,Open,No,03/24/2026,,20 to 99,OH,1,1
2026. 3. 24.,2026년 3월 24일,Nomelade LLC,Limon Marketing,Open,Yes,03/24/2026,,5 to 9,AZ,2,1
2026. 3. 24.,2026년 3월 24일,NORTH ALABAMA GLASS OF SHEFFIELD,NORTH ALABAMA GLASS,Open,Yes,03/24/2026,,5 to 9,AL,1,1
2026. 3. 24.,2026년 3월 24일,"Northwest Landscaping, Inc.",,Open,Yes,03/24/2026,,10 to 19,IA,1,1
2026. 3. 24.,2026년 3월 24일,Novus 2 LLC,,Open,No,03/12/2026,,100 to 499,"AK,AZ,CO,FL,MN,MT,NM,OR,WA",30,1
2026. 3. 24.,2026년 3월 24일,Novus Franchising 2 LLC,,Open,No,03/12/2026,,100 to 499,"AK,AZ,CO,FL,MN,MT,NM,OR,WA",30,1
2026. 3. 24.,2026년 3월 24일,Oceanwide Repair,Oceanwide Repair,Open,Yes,03/24/2026,,20 to 99,"CA,OR,TX,WA",5,1
2026. 3. 24.,2026년 3월 24일,Ohio West Virginia Excavating,Ohio West Virginia Excavating,Open,Yes,03/24/2026,,20 to 99,OH,1,1
2026. 3. 24.,2026년 3월 24일,"Oklahoma Christian University, Inc.",,Open,Yes,03/24/2026,,500 to 999,OK,1,1
2026. 3. 24.,2026년 3월 24일,Oliver Construction Enterprises,,Open,Yes,03/24/2026,,10 to 19,NJ,1,1
2026. 3. 24.,2026년 3월 24일,"Omnia Healthcare Group, LLC",Omnia Healthcare Group,Open,Yes,03/24/2026,,100 to 499,IL,1,1
2026. 3. 24.,2026년 3월 24일,Omsaha Hospitality LLC,Hampton Inn and Suites Northwest /Medical Center,Open,Yes,03/24/2026,,20 to 99,TX,1,1
2026. 3. 24.,2026년 3월 24일,"OPH HOTEL, LP",,Open,No,03/24/2026,,20 to 99,FL,1,1
2026. 3. 24.,2026년 3월 24일,Oracle Corporation,Oracle Corporation,Open,No,03/24/2026,,"10,000 and over",TX,1,1
2026. 3. 24.,2026년 3월 24일,Orange Wholesale LLC,,Open,No,03/24/2026,,100 to 499,FL,1,1
2026. 3. 24.,2026년 3월 24일,Orderly Wellness Corp,,Open,No,01/23/2026,,100 to 499,"CO,FL,GA,ID,KY,NE,NY,OH,OR,WA",24,1
2026. 3. 24.,2026년 3월 24일,"ORLANDO CC HOTEL, LP",,Open,No,03/24/2026,,20 to 99,FL,1,1
2026. 3. 24.,2026년 3월 24일,Otero County Electric Cooperative,,Open,Yes,03/24/2026,,20 to 99,NM,1,1
2026. 3. 24.,2026년 3월 24일,P&C Trucking Inc. Ent,,Open,Yes,03/24/2026,,20 to 99,IN,1,1
2026. 3. 24.,2026년 3월 24일,Pacific Animal Welfare Society,,Open,No,03/24/2026,,10 to 19,CA,1,1
2026. 3. 24.,2026년 3월 24일,Pacific Premierscapes LLC,Pacific Premierscapes LLC,Open,Yes,03/24/2026,,5 to 9,WA,1,1
2026. 3. 24.,2026년 3월 24일,"PALM ELEMENT MIAMI, LTD.",,Open,No,03/24/2026,,20 to 99,FL,1,1
2026. 3. 24.,2026년 3월 24일,Paramount Diagnostic Lab LLC,Paramount Diagnostic Lab LLC,Open,Yes,03/24/2026,,20 to 99,NJ,1,1
2026. 3. 24.,2026년 3월 24일,"Partners Transportation Services, LLC",,Open,No,03/24/2026,,100 to 499,IL,1,1
2026. 3. 24.,2026년 3월 24일,Partners Warehouse Holdings LLC,,Open,No,03/24/2026,,100 to 499,IL,1,1
2026. 3. 24.,2026년 3월 24일,"Partners Warehouse of Illinois, LLC",,Open,No,03/24/2026,,100 to 499,IL,1,1
2026. 3. 24.,2026년 3월 24일,Parwan Electronics Corporation,,Open,Yes,03/24/2026,,10 to 19,NJ,1,1
2026. 3. 24.,2026년 3월 24일,PatientFi Inc,,Open,No,03/24/2026,,100 to 499,"CA,IN",2,1
2026. 3. 24.,2026년 3월 24일,PayByPhone US Inc.,,Open,Yes,03/24/2026,,5 to 9,NY,1,1
2026. 3. 24.,2026년 3월 24일,People Element LLC,,Open,No,03/24/2026,,20 to 99,CO,1,1
2026. 3. 24.,2026년 3월 24일,"Pepper Body, Inc.",,Open,No,03/24/2026,,20 to 99,CO,1,1
2026. 3. 24.,2026년 3월 24일,"Perez of Florida, INC",,Open,No,03/24/2026,,100 to 499,FL,1,1
2026. 3. 24.,2026년 3월 24일,Performance Drone Works LLC,,Open,No,03/17/2026,,100 to 499,"AL,CO",3,1
2026. 3. 24.,2026년 3월 24일,"Performance Engineering, Inc.","Performance Engineering, Inc.",Open,Yes,03/24/2026,,5 to 9,NE,1,1
2026. 3. 24.,2026년 3월 24일,Pete Knight Insurance Agency Inc,,Open,No,03/24/2026,,5 to 9,TX,1,1
2026. 3. 24.,2026년 3월 24일,Phoenix Utility Inc,,Open,No,03/24/2026,,10 to 19,CA,1,1
2026. 3. 24.,2026년 3월 24일,Pier 6 NYC LLC,,Open,No,03/24/2026,,20 to 99,NY,1,1
2026. 3. 24.,2026년 3월 24일,PJF Personalized Medical Care LLC,Personalized Medical Care,Open,No,03/24/2026,,5 to 9,MA,1,1
2026. 3. 24.,2026년 3월 24일,"Planned Parenthood of Metropolitan Washington DC, Inc.",,Open,No,03/24/2026,,100 to 499,"DC,MD",3,1
2026. 3. 24.,2026년 3월 24일,Pompa Program LLC,,Open,No,03/02/2026,,100 to 499,"AZ,FL,GA,LA,MI,MN,MO,NC,SC,TN,TX,UT",23,1
2026. 3. 24.,2026년 3월 24일,Praseks Family Smokehouse,,Open,No,03/24/2026,,100 to 499,TX,2,1
